id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,device_code,origen,created_at
195,53,2026-04-16 10:01:00+00:00,2026-04-16 10:11:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:01:07.745876+00:00
196,61,2026-04-20 00:29:00+00:00,2026-04-20 00:33:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:01:35.378238+00:00
197,69,2026-04-21 09:02:00+00:00,2026-04-21 09:07:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:01:59.334988+00:00
199,33,2026-04-12 21:52:00+00:00,2026-04-12 22:04:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:13:02.861449+00:00
200,57,2026-04-19 09:44:00+00:00,2026-04-19 09:49:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:13:27.822480+00:00
201,73,2026-04-22 02:43:00+00:00,2026-04-22 02:47:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:13:40.960485+00:00
202,81,2026-04-23 14:16:00+00:00,2026-04-23 14:17:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:14:02.722391+00:00
203,89,2026-04-25 07:27:00+00:00,2026-04-25 07:33:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:14:51.749019+00:00
204,97,2026-04-26 13:12:00+00:00,2026-04-26 13:18:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:15:06.966259+00:00
205,105,2026-04-28 00:15:00+00:00,2026-04-28 00:20:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:15:25.428276+00:00
206,113,2026-04-29 21:22:00+00:00,2026-04-29 21:32:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:15:55.294749+00:00
207,121,2026-05-01 01:02:00+00:00,2026-05-01 01:10:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:16:29.294390+00:00
208,129,2026-05-02 01:36:00+00:00,2026-05-02 01:41:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:17:01.022431+00:00
209,137,2026-05-03 18:42:00+00:00,2026-05-03 18:53:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:17:18.472556+00:00
210,145,2026-05-04 16:22:00+00:00,2026-05-04 16:37:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:17:24.680898+00:00
214,172,2026-05-26 21:34:00+00:00,2026-05-26 21:36:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:18:16.533913+00:00
215,176,2026-05-27 13:10:00+00:00,2026-05-27 13:15:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:18:27.212269+00:00
216,180,2026-05-27 23:57:00+00:00,2026-05-28 00:06:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:18:56.277020+00:00
217,184,2026-05-28 12:50:00+00:00,2026-05-28 13:05:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:19:14.633957+00:00
218,188,2026-05-28 18:09:00+00:00,2026-05-28 18:26:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:19:19.980682+00:00
219,192,2026-05-29 02:57:00+00:00,2026-05-29 03:01:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:19:24.456638+00:00
220,196,2026-05-29 14:02:00+00:00,2026-05-29 14:10:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:19:50.564322+00:00
221,200,2026-05-30 08:58:00+00:00,2026-05-30 09:04:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:19:55.434033+00:00
222,204,2026-05-30 11:58:00+00:00,2026-05-30 12:06:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:20:18.198536+00:00
223,208,2026-05-31 01:56:00+00:00,2026-05-31 02:02:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:20:50.727799+00:00
224,212,2026-05-31 12:29:00+00:00,2026-05-31 12:35:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:20:55.193649+00:00
225,216,2026-05-31 23:06:00+00:00,2026-05-31 23:27:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:21:07.448492+00:00
226,220,2026-06-01 14:22:00+00:00,2026-06-01 14:33:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:21:11.922595+00:00
227,224,2026-06-01 16:33:00+00:00,2026-06-01 16:44:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:21:18.372412+00:00
228,228,2026-06-01 21:29:00+00:00,2026-06-01 21:40:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:21:22.946184+00:00
229,232,2026-06-02 06:07:00+00:00,2026-06-02 06:18:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:21:28.691416+00:00
230,236,2026-06-02 14:53:00+00:00,2026-06-02 15:00:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:22:33.808450+00:00
231,240,2026-06-02 21:04:00+00:00,2026-06-02 21:22:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:22:51.420666+00:00
232,244,2026-06-03 03:32:00+00:00,2026-06-03 03:39:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:22:55.703219+00:00
233,248,2026-06-03 21:09:00+00:00,2026-06-03 21:16:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:23:25.753536+00:00
234,252,2026-06-04 05:13:00+00:00,2026-06-04 05:18:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:23:31.752219+00:00
235,256,2026-06-04 14:36:00+00:00,2026-06-04 14:59:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:23:37.327006+00:00
237,264,2026-06-04 23:27:00+00:00,2026-06-04 23:38:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:24:08.927909+00:00
238,268,2026-06-05 10:27:00+00:00,2026-06-05 10:40:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:24:28.179028+00:00
239,272,2026-06-05 16:40:00+00:00,2026-06-05 16:46:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:24:38.207707+00:00
240,276,2026-06-05 20:00:00+00:00,2026-06-05 20:12:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:24:46.061211+00:00
241,280,2026-06-05 23:14:00+00:00,2026-06-05 23:31:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:24:51.198198+00:00
242,284,2026-06-06 18:06:00+00:00,2026-06-06 18:11:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:25:19.427257+00:00
243,287,2026-06-07 00:25:00+00:00,2026-06-07 00:29:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:25:35.464579+00:00
244,289,2026-06-07 04:08:00+00:00,2026-06-07 04:19:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:25:40.397547+00:00
245,291,2026-06-07 14:56:00+00:00,2026-06-07 15:04:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:26:07.226048+00:00
246,293,2026-06-07 19:50:00+00:00,2026-06-07 19:58:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:26:29.679781+00:00
247,295,2026-06-08 05:38:00+00:00,2026-06-08 05:49:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:26:33.778601+00:00
248,297,2026-06-08 13:17:00+00:00,2026-06-08 14:00:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:26:40.342726+00:00
249,299,2026-06-08 21:20:00+00:00,2026-06-08 21:26:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:27:04.290839+00:00
250,301,2026-06-09 08:31:00+00:00,2026-06-09 08:39:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:27:36.151603+00:00
251,303,2026-06-09 13:19:00+00:00,2026-06-09 13:24:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:27:59.677541+00:00
252,305,2026-06-09 18:51:00+00:00,2026-06-09 18:57:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:28:03.973651+00:00
253,307,2026-06-10 01:14:00+00:00,2026-06-10 01:32:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:28:20.018402+00:00
254,309,2026-06-10 09:15:00+00:00,2026-06-10 09:20:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:28:37.813978+00:00
255,311,2026-06-10 14:18:00+00:00,2026-06-10 14:23:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:29:03.903854+00:00
257,315,2026-06-10 22:00:00+00:00,2026-06-10 22:16:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:29:43.429393+00:00
258,317,2026-06-11 09:42:00+00:00,2026-06-11 09:58:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:29:50.659258+00:00
259,319,2026-06-11 14:48:00+00:00,2026-06-11 15:02:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:29:59.798160+00:00
260,321,2026-06-11 22:24:00+00:00,2026-06-11 22:33:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:30:19.481669+00:00
262,325,2026-06-12 17:20:00+00:00,2026-06-12 17:29:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:30:57.033838+00:00
263,327,2026-06-13 00:23:00+00:00,2026-06-13 00:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:04.666621+00:00
264,329,2026-06-13 10:37:00+00:00,2026-06-13 10:48:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:08.950467+00:00
265,331,2026-06-13 23:54:00+00:00,2026-06-14 00:00:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:13.753648+00:00
266,333,2026-06-14 17:49:00+00:00,2026-06-14 18:00:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:19.277059+00:00
267,335,2026-06-14 21:40:00+00:00,2026-06-14 21:51:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:23.455895+00:00
268,337,2026-06-15 01:38:00+00:00,2026-06-15 01:43:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:28.638600+00:00
269,339,2026-06-15 02:47:00+00:00,2026-06-15 02:58:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:31:33.931034+00:00
270,341,2026-06-15 04:55:00+00:00,2026-06-15 04:57:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:31:56.262950+00:00
271,49,2026-04-15 10:45:00+00:00,2026-04-15 10:49:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:37:28.212727+00:00
272,77,2026-04-22 21:51:00+00:00,2026-04-22 22:02:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:37:39.645489+00:00
273,93,2026-04-25 23:47:00+00:00,2026-04-25 23:53:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:38:05.147480+00:00
274,109,2026-04-28 21:02:00+00:00,2026-04-28 21:04:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:38:27.277612+00:00
275,125,2026-05-01 11:24:00+00:00,2026-05-01 11:25:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:38:49.266209+00:00
276,141,2026-05-04 01:42:00+00:00,2026-05-04 01:44:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:39:18.461653+00:00
277,157,2026-05-06 15:00:00+00:00,2026-05-06 15:01:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:39:49.206322+00:00
278,170,2026-05-26 16:09:00+00:00,2026-05-26 16:14:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:40:11.530679+00:00
279,178,2026-05-27 15:10:00+00:00,2026-05-27 15:21:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:40:18.756904+00:00
280,186,2026-05-28 14:22:00+00:00,2026-05-28 14:34:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:40:23.684538+00:00
281,194,2026-05-29 09:11:00+00:00,2026-05-29 09:18:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:40:27.593984+00:00
282,202,2026-05-30 10:27:00+00:00,2026-05-30 10:39:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:41:02.658923+00:00
283,210,2026-05-31 08:20:00+00:00,2026-05-31 08:26:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:41:07.077438+00:00
284,218,2026-06-01 09:13:00+00:00,2026-06-01 09:35:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:41:11.104179+00:00
285,226,2026-06-01 17:44:00+00:00,2026-06-01 17:46:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:41:39.981511+00:00
286,234,2026-06-02 11:44:00+00:00,2026-06-02 11:50:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:41:45.073114+00:00
287,242,2026-06-03 01:15:00+00:00,2026-06-03 01:27:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:41:51.086755+00:00
288,250,2026-06-04 00:47:00+00:00,2026-06-04 00:55:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:42:08.812053+00:00
289,258,2026-06-04 15:59:00+00:00,2026-06-04 16:17:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:42:58.549777+00:00
290,266,2026-06-05 02:31:00+00:00,2026-06-05 02:35:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:43:06.333736+00:00
291,274,2026-06-05 17:28:00+00:00,2026-06-05 17:32:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:43:14.327166+00:00
292,282,2026-06-06 10:06:00+00:00,2026-06-06 10:15:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:43:31.298192+00:00
293,288,2026-06-07 02:19:00+00:00,2026-06-07 02:21:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:43:50.150634+00:00
294,292,2026-06-07 17:45:00+00:00,2026-06-07 17:46:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:44:09.273665+00:00
295,296,2026-06-08 09:22:00+00:00,2026-06-08 09:31:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:44:21.700494+00:00
296,300,2026-06-09 00:27:00+00:00,2026-06-09 00:37:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:44:34.948406+00:00
297,304,2026-06-09 17:14:00+00:00,2026-06-09 17:16:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:44:51.247505+00:00
298,308,2026-06-10 08:56:00+00:00,2026-06-10 09:02:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:45:22.792522+00:00
299,312,2026-06-10 16:07:00+00:00,2026-06-10 16:15:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:45:44.567804+00:00
300,316,2026-06-11 04:37:00+00:00,2026-06-11 04:53:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:46:00.980316+00:00
301,320,2026-06-11 17:39:00+00:00,2026-06-11 17:48:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T06:46:12.952662+00:00
302,324,2026-06-12 15:03:00+00:00,2026-06-12 15:16:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T06:46:17.659205+00:00
303,328,2026-06-13 04:22:00+00:00,2026-06-13 04:25:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T06:47:22.478434+00:00
304,65,2026-04-20 15:14:00+00:00,2026-04-20 15:27:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:04:30.033099+00:00
305,101,2026-04-27 04:48:00+00:00,2026-04-27 04:50:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:04:48.887027+00:00
306,133,2026-05-02 20:35:00+00:00,2026-05-02 20:40:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:05:09.256962+00:00
307,165,2026-05-26 01:42:00+00:00,2026-05-26 01:44:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:05:25.381010+00:00
308,182,2026-05-28 09:47:00+00:00,2026-05-28 09:54:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:05:38.419847+00:00
309,198,2026-05-30 03:33:00+00:00,2026-05-30 03:44:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:05:42.680989+00:00
310,214,2026-05-31 16:51:00+00:00,2026-05-31 16:59:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:06:09.833224+00:00
312,246,2026-06-03 16:30:00+00:00,2026-06-03 16:42:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:07:28.364772+00:00
313,262,2026-06-04 22:36:00+00:00,2026-06-04 22:42:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:07:42.698427+00:00
314,278,2026-06-05 20:53:00+00:00,2026-06-05 21:04:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:07:52.988512+00:00
315,290,2026-06-07 08:29:00+00:00,2026-06-07 08:36:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:08:24.154527+00:00
316,298,2026-06-08 17:06:00+00:00,2026-06-08 17:32:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:08:35.147542+00:00
317,306,2026-06-09 20:53:00+00:00,2026-06-09 21:02:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:08:56.176500+00:00
318,314,2026-06-10 20:42:00+00:00,2026-06-10 20:53:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:09:00.035445+00:00
319,322,2026-06-12 05:00:00+00:00,2026-06-12 05:08:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:09:25.570721+00:00
320,330,2026-06-13 18:59:00+00:00,2026-06-13 19:05:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:09:29.641721+00:00
321,334,2026-06-14 20:45:00+00:00,2026-06-14 21:02:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:09:38.720553+00:00
322,338,2026-06-15 02:10:00+00:00,2026-06-15 02:36:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:09:43.768632+00:00
323,342,2026-06-15 09:23:00+00:00,2026-06-15 09:34:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:09:50.159759+00:00
324,344,2026-06-15 14:51:00+00:00,2026-06-15 15:02:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:09:55.870562+00:00
325,346,2026-06-15 20:05:00+00:00,2026-06-15 20:17:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:10:23.257193+00:00
326,348,2026-06-16 02:37:00+00:00,2026-06-16 02:51:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:10:40.297124+00:00
327,350,2026-06-16 08:17:00+00:00,2026-06-16 08:25:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:11:21.597888+00:00
328,352,2026-06-16 14:56:00+00:00,2026-06-16 14:58:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:11:42.920573+00:00
329,354,2026-06-16 16:54:00+00:00,2026-06-16 17:02:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:12:35.900506+00:00
330,356,2026-06-16 18:25:00+00:00,2026-06-16 18:29:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:12:40.107901+00:00
333,362,2026-06-17 15:33:00+00:00,2026-06-17 15:44:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:13:28.267859+00:00
334,364,2026-06-17 20:11:00+00:00,2026-06-17 20:21:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:13:54.764215+00:00
335,366,2026-06-18 05:49:00+00:00,2026-06-18 06:06:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:14:07.735102+00:00
336,368,2026-06-18 15:26:00+00:00,2026-06-18 15:41:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:14:16.194857+00:00
337,370,2026-06-18 16:30:00+00:00,2026-06-18 16:42:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:14:20.417211+00:00
338,372,2026-06-18 23:13:00+00:00,2026-06-18 23:21:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:14:41.757184+00:00
339,374,2026-06-19 10:17:00+00:00,2026-06-19 10:26:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:15:05.766237+00:00
340,376,2026-06-19 14:53:00+00:00,2026-06-19 14:55:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:15:19.892074+00:00
341,85,2026-04-24 09:28:00+00:00,2026-04-24 09:37:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:31:38.752508+00:00
342,149,2026-05-05 08:57:00+00:00,2026-05-05 09:05:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:31:57.616106+00:00
343,190,2026-05-29 00:19:00+00:00,2026-05-29 00:26:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:32:01.859658+00:00
344,222,2026-06-01 15:45:00+00:00,2026-06-01 15:56:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:32:06.061766+00:00
345,254,2026-06-04 12:27:00+00:00,2026-06-04 12:44:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:32:31.504272+00:00
346,286,2026-06-06 23:58:00+00:00,2026-06-07 00:10:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:32:36.034247+00:00
347,302,2026-06-09 12:14:00+00:00,2026-06-09 12:16:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:33:00.949656+00:00
348,318,2026-06-11 14:19:00+00:00,2026-06-11 14:30:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:33:04.692081+00:00
349,332,2026-06-14 15:55:00+00:00,2026-06-14 16:14:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:33:43.940071+00:00
350,340,2026-06-15 03:31:00+00:00,2026-06-15 03:47:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:33:48.747808+00:00
351,345,2026-06-15 15:06:00+00:00,2026-06-15 15:10:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:33:57.246042+00:00
352,349,2026-06-16 04:48:00+00:00,2026-06-16 04:59:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:34:13.807923+00:00
353,353,2026-06-16 16:22:00+00:00,2026-06-16 16:34:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:34:18.358115+00:00
354,357,2026-06-16 21:46:00+00:00,2026-06-16 21:50:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:34:29.530139+00:00
355,361,2026-06-17 15:11:00+00:00,2026-06-17 15:13:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:34:53.482012+00:00
356,365,2026-06-17 22:19:00+00:00,2026-06-17 22:20:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:35:19.599140+00:00
357,369,2026-06-18 15:59:00+00:00,2026-06-18 16:01:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T07:35:34.898613+00:00
358,373,2026-06-19 05:40:00+00:00,2026-06-19 05:47:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T07:36:02.500053+00:00
359,377,2026-06-19 18:34:00+00:00,2026-06-19 18:45:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T07:36:06.388938+00:00
360,117,2026-04-30 12:27:00+00:00,2026-04-30 12:35:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:51:54.039115+00:00
361,206,2026-05-30 21:47:00+00:00,2026-05-30 21:53:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:52:17.223209+00:00
362,270,2026-06-05 15:05:00+00:00,2026-06-05 15:14:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:52:30.157867+00:00
363,310,2026-06-10 13:11:00+00:00,2026-06-10 13:18:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:52:41.940292+00:00
366,355,2026-06-16 17:28:00+00:00,2026-06-16 17:40:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:53:29.493848+00:00
367,363,2026-06-17 15:45:00+00:00,2026-06-17 15:54:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:53:46.805410+00:00
368,371,2026-06-18 20:45:00+00:00,2026-06-18 21:00:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:53:56.692444+00:00
369,378,2026-06-19 20:31:00+00:00,2026-06-19 20:35:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:54:25.521600+00:00
370,380,2026-06-20 02:41:00+00:00,2026-06-20 02:52:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:54:29.075092+00:00
371,382,2026-06-20 09:20:00+00:00,2026-06-20 09:42:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:54:34.122939+00:00
372,384,2026-06-20 15:18:00+00:00,2026-06-20 15:22:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:54:55.426170+00:00
373,386,2026-06-20 23:28:00+00:00,2026-06-20 23:36:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:55:11.489427+00:00
374,388,2026-06-21 12:20:00+00:00,2026-06-21 12:25:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:55:19.871439+00:00
375,390,2026-06-21 14:19:00+00:00,2026-06-21 14:25:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:55:30.877029+00:00
376,392,2026-06-21 17:59:00+00:00,2026-06-21 18:08:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:55:40.521404+00:00
377,394,2026-06-22 00:26:00+00:00,2026-06-22 00:32:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:55:57.806931+00:00
378,396,2026-06-22 14:31:00+00:00,2026-06-22 14:33:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T15:56:49.303830+00:00
379,398,2026-06-22 22:41:00+00:00,2026-06-22 22:46:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:56:55.985894+00:00
380,400,2026-06-23 00:10:00+00:00,2026-06-23 00:13:00+00:00,servido,,KPCL0034,candidato_auto,2026-06-26T15:57:10.311614+00:00
381,402,2026-06-23 14:08:00+00:00,2026-06-23 14:13:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:57:22.272491+00:00
382,404,2026-06-23 21:37:00+00:00,2026-06-23 21:46:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:57:26.799244+00:00
383,406,2026-06-24 02:38:00+00:00,2026-06-24 02:44:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:57:39.466877+00:00
384,408,2026-06-24 10:08:00+00:00,2026-06-24 10:18:00+00:00,ruido,,KPCL0034,candidato_auto,2026-06-26T15:57:43.424027+00:00
385,410,2026-06-24 20:03:00+00:00,2026-06-24 20:08:00+00:00,alimentacion,,KPCL0034,candidato_auto,2026-06-26T15:58:26.145566+00:00
